['contig-0092817', 5843295]
['contig-0088583', 197845]
['contig-0126754', 197826]
['contig-0079567', 197795]
['contig-0019121', 197793]
['contig-0073699', 197780]
['contig-0017583', 197775]
['contig-0038066', 197771]
['contig-0032053', 197756]
['contig-0021725', 197728]
['contig-0051426', 197717]
['contig-0051010', 197712]
['contig-0085173', 197706]
['contig-0072666', 197679]
['contig-0061600', 197675]
['contig-0092306', 197670]
['contig-0049148', 197642]
['contig-0003080', 197627]
['contig-0032560', 197617]
['contig-0102288', 197617]
['contig-0035674', 197616]
['contig-0043535', 197616]
['contig-0007508', 197571]
['contig-0007103', 197563]
['contig-0079333', 197525]
['contig-0049221', 197509]
['contig-0123505', 197504]
['contig-0015334', 197495]
['contig-0004549', 197488]
['contig-0018025', 197451]
['contig-0117011', 197440]
['contig-0018531', 197376]
['contig-0023730', 197341]
['contig-0022541', 197325]
['contig-0063128', 197323]
['contig-0092910', 197317]
['contig-0083180', 197310]
['contig-0019335', 197308]
['contig-0033690', 197306]
['contig-0043906', 197286]
['contig-0005091', 197257]
['contig-0124521', 197201]
['contig-0053634', 197173]
['contig-0050860', 197146]
['contig-0072461', 197104]
['contig-0098021', 197099]
['contig-0022670', 197091]
['contig-0125011', 197040]
['contig-0034663', 197029]
['contig-0097168', 197027]
['contig-0079883', 197023]
['contig-0125449', 197010]
['contig-0007019', 197008]
['contig-0111825', 197004]
['contig-0045203', 196990]
['contig-0087370', 196949]
['contig-0107642', 196933]
['contig-0023520', 196929]
['contig-0038138', 196881]
['contig-0096615', 196850]
['contig-0045235', 196769]
['contig-0082409', 196765]
['contig-0011899', 196761]
['contig-0030995', 196716]
['contig-0092708', 196665]
['contig-0103361', 196637]
['contig-0006054', 196606]
['contig-0124515', 196588]
['contig-0065487', 196575]
['contig-0062279', 196543]
['contig-0061909', 196510]
['contig-0119076', 196437]
['contig-0005940', 196433]
['contig-0082549', 196426]
['contig-0052347', 196417]
['contig-0016560', 196404]
['contig-0091293', 196383]
['contig-0006285', 196374]
['contig-0039182', 196374]
['contig-0018547', 196366]
['contig-0010277', 196365]
['contig-0119070', 196355]
['contig-0043193', 196334]
['contig-0109726', 196291]
['contig-0040624', 196282]
['contig-0112980', 196271]
['contig-0058731', 196243]
['contig-0108377', 196235]
['contig-0025358', 196225]
['contig-0090261', 196203]
['contig-0084274', 196191]
['contig-0091756', 196184]
['contig-0014172', 196136]
['contig-0047086', 196128]
['contig-0056813', 196124]
['contig-0029024', 196117]
['contig-0034891', 196094]
['contig-0062483', 196091]
['contig-0019330', 196070]
['contig-0033831', 196041]
['contig-0061333', 196023]
['contig-0026529', 196006]
['contig-0017952', 196002]
['contig-0003008', 195993]
['contig-0074602', 195973]
['contig-0011711', 195935]
['contig-0030567', 195922]
['contig-0049941', 195921]
['contig-0093140', 195911]
['contig-0003213', 195877]
['contig-0036160', 195875]
['contig-0093795', 195860]
['contig-0100090', 195860]
['contig-0063178', 195818]
['contig-0026905', 195778]
['contig-0114274', 195768]
['contig-0062531', 195748]
['contig-0040772', 195742]
['contig-0123271', 195731]
['contig-0012101', 195722]
['contig-0089380', 195709]
['contig-0074516', 195701]
['contig-0023220', 195699]
['contig-0062749', 195662]
['contig-0107762', 195654]
['contig-0121530', 195602]
['contig-0102498', 195591]
['contig-0075241', 195565]
['contig-0019615', 195543]
['contig-0043308', 195533]
['contig-0048029', 195524]
['contig-0041609', 195517]
['contig-0043806', 195482]
['contig-0068175', 195450]
['contig-0036798', 195448]
['contig-0036134', 195382]
['contig-0058288', 195315]
['contig-0054019', 195310]
['contig-0073677', 195297]
['contig-0029268', 195268]
['contig-0009154', 195247]
['contig-0044870', 195246]
['contig-0103769', 195231]
['contig-0056016', 195223]
['contig-0095707', 195201]
['contig-0124788', 195191]
['contig-0107193', 195156]
['contig-0012520', 195132]
['contig-0004397', 195131]
['contig-0075122', 195071]
['contig-0005002', 195042]
['contig-0028608', 194971]
['contig-0029893', 194947]
['contig-0062470', 194920]
['contig-0107673', 194918]
['contig-0029490', 194909]
['contig-0023813', 194905]
['contig-0038099', 194898]
['contig-0021665', 194879]
['contig-0074125', 194786]
['contig-0093883', 194768]
['contig-0116636', 194767]
['contig-0126372', 194766]
['contig-0063518', 194751]
['contig-0039847', 194731]
['contig-0028156', 194726]
['contig-0066222', 194623]
['contig-0103179', 194615]
['contig-0055397', 194585]
['contig-0063291', 194561]
['contig-0008986', 194528]
['contig-0040336', 194523]
['contig-0085318', 194429]
['contig-0006861', 194414]
['contig-0038775', 194414]
['contig-0017284', 194407]
['contig-0016872', 194397]
['contig-0066352', 194371]
['contig-0061480', 194365]
['contig-0113390', 194358]
['contig-0025412', 194305]
['contig-0123292', 194300]
['contig-0093310', 194263]
['contig-0025196', 194258]
['contig-0075526', 194253]
['contig-0069505', 194222]
['contig-0112761', 194188]
['contig-0081163', 194183]
['contig-0089518', 194130]
['contig-0113526', 194129]
['contig-0080098', 194127]
['contig-0042310', 194102]
['contig-0098464', 194100]
['contig-0054771', 194096]
['contig-0063537', 194080]
['contig-0013964', 194077]
['contig-0122077', 194070]
['contig-0007082', 194056]
['contig-0011850', 194053]
['contig-0081863', 194048]
['contig-0083701', 194039]
['contig-0039588', 194018]
['contig-0099742', 194004]
['contig-0114494', 193993]
['contig-0019288', 193944]
['contig-0101714', 193924]
['contig-0035921', 193923]
['contig-0004137', 193906]
['contig-0054227', 193879]
['contig-0015706', 193878]
['contig-0101544', 193873]
['contig-0101580', 193871]
['contig-0044560', 193831]
['contig-0052384', 193828]
['contig-0050518', 193792]
['contig-0121699', 193790]
['contig-0026330', 193780]
['contig-0060548', 193759]
['contig-0039503', 193751]
['contig-0025093', 193748]
['contig-0122299', 193700]
['contig-0092523', 193650]
['contig-0055686', 193646]
['contig-0064477', 193629]
['contig-0118663', 193626]
['contig-0015322', 193616]
['contig-0106830', 193612]
['contig-0074750', 193596]
['contig-0117249', 193569]
['contig-0045764', 193546]
['contig-0018435', 193507]
['contig-0055357', 193455]
['contig-0012059', 193436]
['contig-0076089', 193427]
['contig-0034013', 193415]
['contig-0002098', 193327]
['contig-0022760', 193296]
['contig-0002557', 193253]
['contig-0063567', 193178]
['contig-0087715', 193151]
['contig-0024460', 193138]
['contig-0065121', 193133]
['contig-0112110', 193121]
['contig-0078880', 193087]
['contig-0057354', 193082]
['contig-0002694', 193070]
['contig-0118779', 193045]
['contig-0107655', 193043]
['contig-0082776', 193026]
['contig-0075595', 193017]
['contig-0000883', 192955]
['contig-0047781', 192948]
['contig-0082323', 192866]
['contig-0117776', 192822]
['contig-0115775', 192815]
['contig-0079326', 192804]
['contig-0120484', 192777]
['contig-0009865', 192676]
['contig-0067755', 192660]
['contig-0004527', 192653]
['contig-0060650', 192614]
['contig-0093369', 192572]
['contig-0076338', 192560]
['contig-0014875', 192555]
['contig-0035342', 192554]
['contig-0012700', 192516]
['contig-0054832', 192488]
['contig-0117246', 192483]
['contig-0009643', 192457]
['contig-0029161', 192452]
['contig-0090956', 192429]
['contig-0105999', 192429]
['contig-0008024', 192424]
['contig-0084245', 192414]
['contig-0077347', 192392]
['contig-0046100', 192378]
['contig-0126385', 192377]
['contig-0015695', 192372]
['contig-0042863', 192362]
['contig-0075050', 192360]
['contig-0076088', 192358]
['contig-0055583', 192334]
['contig-0059155', 192303]
['contig-0079279', 192281]
['contig-0034593', 192242]
['contig-0086900', 192205]
['contig-0075889', 192172]
['contig-0025992', 192150]
['contig-0109038', 192138]
['contig-0075932', 192060]
['contig-0009465', 192039]
['contig-0119147', 192015]
['contig-0005460', 191963]
['contig-0108902', 191921]
['contig-0079880', 191891]
['contig-0115970', 191876]
['contig-0027001', 191861]
['contig-0096907', 191853]
['contig-0047755', 191848]
['contig-0055000', 191847]
['contig-0033498', 191839]
['contig-0085523', 191839]
['contig-0032435', 191834]
['contig-0102488', 191807]
['contig-0092457', 191783]
['contig-0085279', 191768]
['contig-0109762', 191763]
['contig-0093486', 191716]
['contig-0102881', 191691]
['contig-0033201', 191689]
['contig-0056555', 191681]
['contig-0071316', 191655]
['contig-0059923', 191641]
['contig-0044800', 191621]
['contig-0018849', 191614]
['contig-0050053', 191599]
['contig-0054656', 191594]
['contig-0110373', 191591]
['contig-0017668', 191568]
['contig-0115925', 191549]
['contig-0005805', 191541]
['contig-0038252', 191514]
['contig-0122964', 191501]
['contig-0095654', 191497]
['contig-0120795', 191469]
['contig-0034284', 191447]
['contig-0090594', 191433]
['contig-0108438', 191403]
['contig-0116088', 191393]
['contig-0090605', 191377]
['contig-0031067', 191373]
['contig-0042299', 191358]
['contig-0042284', 191341]
['contig-0040444', 191327]
['contig-0051738', 191304]
['contig-0113517', 191303]
['contig-0097092', 191280]
['contig-0098657', 191268]
['contig-0120905', 191236]
['contig-0102921', 191211]
['contig-0013552', 191189]
['contig-0016870', 191187]
['contig-0001486', 191167]
['contig-0049765', 191167]
['contig-0065115', 191153]
['contig-0099723', 191112]
['contig-0073382', 191098]
['contig-0064467', 191086]
['contig-0014011', 191084]
['contig-0078822', 191083]
['contig-0007811', 191081]
['contig-0094134', 191078]
['contig-0100419', 191047]
['contig-0060607', 191046]
['contig-0086929', 191011]
['contig-0092325', 191009]
['contig-0118432', 191004]
['contig-0039013', 190999]
['contig-0052215', 190998]
['contig-0024214', 190963]
['contig-0037728', 190953]
['contig-0012269', 190895]
['contig-0111411', 190861]
['contig-0002353', 190856]
['contig-0003514', 190855]
['contig-0053046', 190853]
['contig-0004479', 190831]
['contig-0020409', 190808]
['contig-0024130', 190807]
['contig-0012527', 190777]
['contig-0059016', 190769]
['contig-0017396', 190766]
['contig-0115463', 190720]
['contig-0006070', 190693]
['contig-0049462', 190679]
['contig-0097599', 190648]
['contig-0025977', 190644]
['contig-0014604', 190632]
['contig-0024803', 190595]
['contig-0035353', 190590]
['contig-0083284', 190565]
['contig-0090051', 190524]
['contig-0049833', 190521]
['contig-0063448', 190521]
['contig-0123971', 190521]
['contig-0046782', 190487]
['contig-0109036', 190481]
['contig-0024369', 190461]
['contig-0095667', 190460]
['contig-0037846', 190433]
['contig-0037727', 190423]
['contig-0078217', 190421]
['contig-0122342', 190415]
['contig-0081424', 190411]
['contig-0075322', 190395]
['contig-0066672', 190384]
['contig-0058330', 190375]
['contig-0021749', 190367]
['contig-0104243', 190365]
['contig-0032604', 190353]
['contig-0009405', 190325]
['contig-0082284', 190324]
['contig-0105735', 190310]
['contig-0034316', 190308]
['contig-0085229', 190299]
['contig-0077697', 190287]
['contig-0025881', 190274]
['contig-0069181', 190268]
['contig-0018772', 190257]
['contig-0022125', 190250]
['contig-0025530', 190234]
['contig-0036821', 190225]
['contig-0035975', 190194]
['contig-0109452', 190192]
['contig-0096747', 190175]
['contig-0046036', 190166]
['contig-0015504', 190143]
['contig-0057499', 190126]
['contig-0021656', 190115]
['contig-0049888', 190112]
['contig-0050176', 190090]
['contig-0074519', 190074]
['contig-0103876', 190064]
['contig-0018668', 190048]
['contig-0091471', 190036]
['contig-0122658', 190021]
['contig-0061859', 190009]
['contig-0094902', 190007]
['contig-0071507', 190006]
['contig-0034662', 189995]
['contig-0061326', 189975]
['contig-0024713', 189930]
['contig-0021727', 189914]
['contig-0100080', 189900]
['contig-0063074', 189851]
['contig-0048286', 189824]
['contig-0089280', 189767]
['contig-0071506', 189731]
['contig-0028416', 189720]
['contig-0083260', 189716]
['contig-0117867', 189694]
['contig-0037647', 189668]
['contig-0095779', 189665]
['contig-0037110', 189597]
['contig-0047537', 189582]
['contig-0113556', 189552]
['contig-0077639', 189530]
['contig-0016661', 189494]
['contig-0078939', 189491]
['contig-0083304', 189477]
['contig-0069328', 189474]
['contig-0021679', 189457]
['contig-0037340', 189404]
['contig-0056733', 189403]
['contig-0008874', 189394]
['contig-0082847', 189391]
['contig-0087746', 189384]
['contig-0119283', 189359]
['contig-0106722', 189339]
['contig-0008632', 189336]
['contig-0022167', 189321]
['contig-0120692', 189311]
['contig-0006399', 189307]
['contig-0004559', 189285]
['contig-0077265', 189278]
['contig-0032399', 189269]
['contig-0016415', 189238]
['contig-0036626', 189216]
['contig-0058503', 189174]
['contig-0113048', 189158]
['contig-0111812', 189153]
['contig-0017576', 189125]
['contig-0018557', 189106]
['contig-0113147', 189098]
['contig-0016248', 189068]
['contig-0112293', 189040]
['contig-0042640', 189038]
['contig-0016575', 189019]
['contig-0072513', 189000]
['contig-0038322', 188996]
['contig-0091529', 188996]
['contig-0106613', 188968]
['contig-0061110', 188898]
['contig-0074294', 188861]
['contig-0067603', 188833]
['contig-0102880', 188789]
['contig-0030851', 188776]
['contig-0067003', 188773]
['contig-0125562', 188772]
['contig-0061665', 188753]
['contig-0030505', 188748]
['contig-0035577', 188743]
['contig-0048275', 188741]
['contig-0085055', 188740]
['contig-0082837', 188739]
['contig-0008981', 188727]
['contig-0035205', 188721]
['contig-0081872', 188714]
['contig-0108799', 188674]
['contig-0085532', 188633]
['contig-0098753', 188597]
['contig-0099655', 188567]
['contig-0068207', 188525]
['contig-0042874', 188504]
['contig-0097002', 188481]
['contig-0016819', 188472]
['contig-0086088', 188470]
['contig-0066834', 188443]
['contig-0108431', 188436]
['contig-0066260', 188425]
['contig-0088665', 188377]
['contig-0022363', 188373]
['contig-0038525', 188353]
['contig-0018186', 188343]
['contig-0044534', 188340]
['contig-0029813', 188298]
['contig-0044750', 188260]
['contig-0051922', 188248]
['contig-0094033', 188241]
['contig-0076692', 188236]
['contig-0024081', 188234]
['contig-0041310', 188218]
['contig-0032190', 188214]
['contig-0095482', 188206]
['contig-0009212', 188194]
['contig-0115160', 188167]
['contig-0113392', 188123]
['contig-0051785', 188095]
['contig-0045485', 188056]
['contig-0066907', 188052]
['contig-0020066', 188043]
['contig-0094223', 188033]
['contig-0051502', 188004]
['contig-0050175', 187998]
['contig-0023278', 187986]
['contig-0073745', 187960]
['contig-0097551', 187930]
['contig-0024723', 187921]
['contig-0025835', 187849]
['contig-0053115', 187820]
['contig-0107163', 187815]
['contig-0090759', 187810]
['contig-0056928', 187805]
['contig-0048950', 187804]
['contig-0045743', 187773]
['contig-0028585', 187757]
['contig-0106036', 187736]
['contig-0069642', 187703]
['contig-0005921', 187700]
['contig-0085264', 187685]
['contig-0112521', 187668]
['contig-0022970', 187626]
['contig-0112514', 187593]
['contig-0076526', 187580]
['contig-0011938', 187544]
['contig-0026466', 187504]
['contig-0059653', 187502]
['contig-0024191', 187499]
['contig-0062746', 187494]
['contig-0099017', 187493]
['contig-0052417', 187472]
['contig-0042233', 187454]
['contig-0001563', 187452]
['contig-0043117', 187438]
['contig-0006552', 187431]
['contig-0042492', 187417]
['contig-0014561', 187363]
['contig-0096360', 187327]
['contig-0067784', 187297]
['contig-0069392', 187181]
['contig-0002619', 187163]
['contig-0001152', 187151]
['contig-0098605', 187114]
['contig-0088637', 187107]
['contig-0121913', 187103]
['contig-0014328', 187102]
['contig-0046216', 187086]
['contig-0013508', 187063]
['contig-0031492', 187058]
['contig-0117412', 187051]
['contig-0001214', 187033]
['contig-0015872', 187029]
['contig-0052833', 187007]
['contig-0029200', 186976]
['contig-0115096', 186955]
['contig-0007916', 186953]
['contig-0048625', 186949]
['contig-0018951', 186929]
['contig-0084943', 186923]
['contig-0044134', 186906]
['contig-0041204', 186879]
['contig-0056073', 186870]
['contig-0050045', 186857]
