['DEINVI_00007', 132903021]
['DEINVI_06476', 10925]
['DEINVI_09178', 10923]
['DEINVI_14462', 10921]
['DEINVI_14463', 10921]
['DEINVI_14464', 10920]
['DEINVI_14465', 10918]
['DEINVI_14466', 10918]
['DEINVI_02327', 10916]
['DEINVI_09502', 10916]
['DEINVI_07832', 10914]
['DEINVI_14467', 10913]
['DEINVI_14468', 10913]
['DEINVI_14469', 10912]
['DEINVI_14470', 10911]
['DEINVI_14471', 10910]
['DEINVI_06184', 10909]
['DEINVI_14472', 10908]
['DEINVI_09396', 10906]
['DEINVI_14473', 10906]
['DEINVI_14474', 10904]
['DEINVI_14475', 10904]
['DEINVI_02002', 10903]
['DEINVI_04542', 10903]
['DEINVI_14476', 10903]
['DEINVI_14477', 10903]
['DEINVI_14478', 10900]
['DEINVI_14479', 10900]
['DEINVI_14480', 10900]
['DEINVI_14481', 10898]
['DEINVI_14482', 10897]
['DEINVI_14483', 10896]
['DEINVI_06721', 10895]
['DEINVI_14484', 10894]
['DEINVI_07323', 10893]
['DEINVI_14485', 10893]
['DEINVI_14486', 10893]
['DEINVI_14487', 10892]
['DEINVI_02677', 10890]
['DEINVI_14488', 10890]
['DEINVI_14489', 10890]
['DEINVI_04644', 10889]
['DEINVI_14490', 10889]
['DEINVI_14491', 10889]
['DEINVI_14492', 10888]
['DEINVI_14493', 10888]
['DEINVI_14494', 10886]
['DEINVI_14495', 10886]
['DEINVI_14496', 10884]
['DEINVI_08849', 10883]
['DEINVI_14497', 10883]
['DEINVI_14498', 10883]
['DEINVI_14499', 10882]
['DEINVI_14500', 10882]
['DEINVI_14501', 10882]
['DEINVI_14502', 10882]
['DEINVI_07501', 10881]
['DEINVI_14503', 10878]
['DEINVI_14504', 10877]
['DEINVI_14505', 10877]
['DEINVI_08118', 10876]
['DEINVI_14506', 10876]
['DEINVI_14507', 10875]
['DEINVI_14508', 10874]
['DEINVI_06726', 10872]
['DEINVI_08461', 10871]
['DEINVI_14509', 10871]
['DEINVI_14510', 10869]
['DEINVI_02931', 10868]
['DEINVI_14511', 10868]
['DEINVI_14512', 10868]
['DEINVI_14513', 10866]
['DEINVI_14514', 10864]
['DEINVI_14515', 10861]
['DEINVI_14516', 10861]
['DEINVI_14517', 10860]
['DEINVI_14518', 10859]
['DEINVI_14519', 10859]
['DEINVI_08906', 10858]
['DEINVI_14520', 10858]
['DEINVI_14521', 10858]
['DEINVI_14522', 10858]
['DEINVI_14523', 10858]
['DEINVI_14524', 10856]
['DEINVI_14525', 10855]
['DEINVI_06849', 10854]
['DEINVI_14526', 10854]
['DEINVI_14527', 10854]
['DEINVI_14528', 10854]
['DEINVI_14529', 10853]
['DEINVI_14530', 10853]
['DEINVI_14531', 10852]
['DEINVI_14532', 10852]
['DEINVI_14533', 10851]
['DEINVI_14534', 10850]
['DEINVI_14535', 10848]
['DEINVI_14536', 10848]
['DEINVI_14537', 10848]
['DEINVI_14538', 10848]
['DEINVI_14539', 10847]
['DEINVI_04947', 10846]
['DEINVI_09208', 10844]
['DEINVI_14540', 10844]
['DEINVI_14541', 10844]
['DEINVI_14542', 10841]
['DEINVI_14543', 10838]
['DEINVI_14544', 10838]
['DEINVI_14545', 10838]
['DEINVI_05953', 10836]
['DEINVI_14546', 10836]
['DEINVI_03337', 10834]
['DEINVI_14547', 10834]
['DEINVI_14548', 10831]
['DEINVI_14549', 10830]
['DEINVI_14550', 10827]
['DEINVI_14551', 10827]
['DEINVI_02242', 10826]
['DEINVI_04948', 10826]
['DEINVI_14552', 10826]
['DEINVI_14553', 10823]
['DEINVI_14554', 10823]
['DEINVI_14555', 10822]
['DEINVI_07673', 10821]
['DEINVI_05903', 10819]
['DEINVI_14556', 10819]
['DEINVI_14557', 10819]
['DEINVI_06810', 10818]
['DEINVI_05182', 10817]
['DEINVI_14558', 10817]
['DEINVI_14559', 10817]
['DEINVI_05755', 10816]
['DEINVI_14560', 10815]
['DEINVI_14561', 10814]
['DEINVI_14562', 10813]
['DEINVI_14563', 10813]
['DEINVI_14564', 10812]
['DEINVI_14565', 10808]
['DEINVI_07926', 10807]
['DEINVI_14566', 10807]
['DEINVI_14567', 10802]
['DEINVI_09222', 10801]
['DEINVI_14568', 10799]
['DEINVI_14569', 10798]
['DEINVI_14570', 10797]
['DEINVI_14571', 10797]
['DEINVI_09337', 10796]
['DEINVI_14572', 10796]
['DEINVI_14573', 10793]
['DEINVI_14574', 10792]
['DEINVI_14575', 10791]
['DEINVI_07107', 10790]
['DEINVI_14576', 10790]
['DEINVI_14577', 10788]
['DEINVI_14578', 10787]
['DEINVI_14579', 10786]
['DEINVI_14580', 10785]
['DEINVI_05823', 10782]
['DEINVI_14581', 10782]
['DEINVI_14582', 10781]
['DEINVI_14583', 10780]
['DEINVI_14584', 10780]
['DEINVI_14585', 10780]
['DEINVI_01533', 10779]
['DEINVI_14586', 10779]
['DEINVI_14587', 10779]
['DEINVI_14588', 10778]
['DEINVI_14589', 10777]
['DEINVI_14590', 10777]
['DEINVI_14591', 10776]
['DEINVI_04722', 10775]
['DEINVI_14592', 10775]
['DEINVI_14593', 10774]
['DEINVI_09358', 10773]
['DEINVI_14594', 10773]
['DEINVI_14595', 10773]
['DEINVI_14596', 10770]
['DEINVI_14597', 10770]
['DEINVI_04099', 10769]
['DEINVI_14598', 10769]
['DEINVI_04297', 10768]
['DEINVI_06045', 10768]
['DEINVI_14599', 10767]
['DEINVI_14600', 10766]
['DEINVI_14601', 10762]
['DEINVI_14602', 10759]
['DEINVI_14603', 10759]
['DEINVI_14604', 10759]
['DEINVI_14605', 10759]
['DEINVI_07236', 10757]
['DEINVI_09626', 10756]
['DEINVI_14606', 10756]
['DEINVI_14607', 10754]
['DEINVI_14608', 10751]
['DEINVI_14609', 10749]
['DEINVI_14610', 10748]
['DEINVI_14611', 10745]
['DEINVI_08120', 10744]
['DEINVI_14612', 10744]
['DEINVI_14613', 10743]
['DEINVI_14614', 10743]
['DEINVI_14615', 10742]
['DEINVI_14616', 10742]
['DEINVI_14617', 10741]
['DEINVI_14618', 10741]
['DEINVI_14619', 10740]
['DEINVI_14620', 10740]
['DEINVI_14621', 10738]
['DEINVI_14622', 10737]
['DEINVI_14623', 10737]
['DEINVI_14624', 10735]
['DEINVI_14625', 10734]
['DEINVI_14626', 10733]
['DEINVI_14627', 10733]
['DEINVI_14628', 10733]
['DEINVI_14629', 10732]
['DEINVI_14630', 10731]
['DEINVI_14631', 10730]
['DEINVI_14632', 10730]
['DEINVI_14633', 10728]
['DEINVI_09678', 10726]
['DEINVI_05839', 10724]
['DEINVI_09684', 10724]
['DEINVI_14634', 10723]
['DEINVI_14635', 10721]
['DEINVI_14636', 10720]
['DEINVI_14637', 10719]
['DEINVI_14638', 10718]
['DEINVI_14639', 10717]
['DEINVI_07129', 10715]
['DEINVI_14640', 10711]
['DEINVI_03950', 10709]
['DEINVI_14641', 10708]
['DEINVI_14642', 10707]
['DEINVI_14643', 10706]
['DEINVI_14644', 10704]
['DEINVI_14645', 10704]
['DEINVI_00637', 10702]
['DEINVI_07487', 10700]
['DEINVI_02864', 10699]
['DEINVI_14646', 10699]
['DEINVI_14647', 10699]
['DEINVI_14648', 10699]
['DEINVI_14649', 10698]
['DEINVI_14650', 10696]
['DEINVI_14651', 10695]
['DEINVI_14652', 10690]
['DEINVI_03969', 10689]
['DEINVI_05190', 10687]
['DEINVI_08334', 10687]
['DEINVI_14653', 10687]
['DEINVI_14654', 10687]
['DEINVI_09762', 10685]
['DEINVI_14655', 10684]
['DEINVI_03188', 10683]
['DEINVI_14656', 10683]
['DEINVI_14657', 10682]
['DEINVI_14658', 10680]
['DEINVI_14659', 10679]
['DEINVI_07691', 10677]
['DEINVI_14660', 10676]
['DEINVI_14661', 10675]
['DEINVI_14662', 10674]
['DEINVI_14663', 10674]
['DEINVI_14664', 10674]
['DEINVI_14665', 10673]
['DEINVI_14666', 10672]
['DEINVI_14667', 10671]
['DEINVI_09620', 10670]
['DEINVI_14668', 10670]
['DEINVI_14669', 10667]
['DEINVI_14670', 10666]
['DEINVI_06176', 10665]
['DEINVI_14671', 10664]
['DEINVI_14672', 10663]
['DEINVI_09866', 10662]
['DEINVI_14673', 10662]
['DEINVI_14674', 10661]
['DEINVI_05704', 10659]
['DEINVI_14675', 10659]
['DEINVI_14676', 10657]
['DEINVI_14677', 10657]
['DEINVI_14678', 10657]
['DEINVI_14679', 10657]
['DEINVI_09769', 10655]
['DEINVI_14680', 10654]
['DEINVI_14681', 10653]
['DEINVI_14682', 10650]
['DEINVI_06308', 10647]
['DEINVI_14683', 10645]
['DEINVI_14684', 10644]
['DEINVI_14685', 10642]
['DEINVI_14686', 10641]
['DEINVI_14687', 10641]
['DEINVI_14688', 10640]
['DEINVI_14689', 10639]
['DEINVI_08182', 10638]
['DEINVI_14690', 10638]
['DEINVI_14691', 10638]
['DEINVI_05971', 10635]
['DEINVI_14692', 10635]
['DEINVI_14693', 10635]
['DEINVI_14694', 10633]
['DEINVI_14695', 10630]
['DEINVI_14696', 10628]
['DEINVI_14697', 10628]
['DEINVI_14698', 10627]
['DEINVI_14699', 10626]
['DEINVI_14700', 10626]
['DEINVI_14701', 10625]
['DEINVI_07320', 10621]
['DEINVI_08653', 10619]
['DEINVI_14702', 10619]
['DEINVI_14703', 10619]
['DEINVI_03888', 10617]
['DEINVI_14704', 10617]
['DEINVI_14705', 10616]
['DEINVI_08723', 10615]
['DEINVI_14706', 10614]
['DEINVI_14707', 10613]
['DEINVI_14708', 10612]
['DEINVI_14709', 10611]
['DEINVI_14710', 10611]
['DEINVI_14711', 10610]
['DEINVI_14712', 10609]
['DEINVI_06441', 10608]
['DEINVI_07368', 10606]
['DEINVI_14713', 10604]
['DEINVI_14714', 10604]
['DEINVI_09286', 10603]
['DEINVI_02330', 10602]
['DEINVI_14715', 10602]
['DEINVI_14716', 10600]
['DEINVI_14717', 10598]
['DEINVI_01145', 10597]
['DEINVI_14718', 10595]
['DEINVI_14719', 10595]
['DEINVI_14720', 10594]
['DEINVI_14721', 10594]
['DEINVI_14722', 10594]
['DEINVI_14723', 10593]
['DEINVI_03160', 10592]
['DEINVI_14724', 10591]
['DEINVI_02147', 10590]
['DEINVI_14725', 10590]
['DEINVI_14726', 10590]
['DEINVI_14727', 10590]
['DEINVI_14728', 10587]
['DEINVI_14729', 10585]
['DEINVI_02574', 10583]
['DEINVI_14730', 10582]
['DEINVI_14731', 10581]
['DEINVI_14732', 10581]
['DEINVI_14733', 10579]
['DEINVI_14734', 10577]
['DEINVI_14735', 10577]
['DEINVI_14736', 10576]
['DEINVI_14737', 10575]
['DEINVI_14738', 10575]
['DEINVI_14739', 10574]
['DEINVI_14740', 10572]
['DEINVI_14741', 10572]
['DEINVI_08395', 10571]
['DEINVI_14742', 10569]
['DEINVI_14743', 10569]
['DEINVI_02489', 10566]
['DEINVI_14744', 10565]
['DEINVI_14745', 10562]
['DEINVI_14746', 10562]
['DEINVI_14747', 10560]
['DEINVI_14748', 10559]
['DEINVI_14749', 10558]
['DEINVI_14750', 10557]
['DEINVI_14751', 10556]
['DEINVI_09465', 10555]
['DEINVI_14752', 10555]
['DEINVI_14753', 10555]
['DEINVI_14754', 10554]
['DEINVI_14755', 10554]
['DEINVI_14756', 10553]
['DEINVI_14757', 10553]
['DEINVI_14758', 10552]
['DEINVI_14759', 10551]
['DEINVI_14760', 10550]
['DEINVI_14761', 10550]
['DEINVI_14762', 10549]
['DEINVI_14763', 10547]
['DEINVI_14764', 10545]
['DEINVI_14765', 10544]
['DEINVI_14766', 10544]
['DEINVI_08081', 10543]
['DEINVI_14767', 10542]
['DEINVI_14768', 10542]
['DEINVI_14769', 10542]
['DEINVI_14770', 10541]
['DEINVI_14771', 10541]
['DEINVI_14772', 10540]
['DEINVI_14773', 10538]
['DEINVI_14774', 10537]
['DEINVI_14775', 10537]
['DEINVI_14776', 10537]
['DEINVI_05850', 10536]
['DEINVI_06296', 10536]
['DEINVI_08275', 10535]
['DEINVI_14777', 10535]
['DEINVI_14778', 10534]
['DEINVI_14779', 10534]
['DEINVI_05299', 10532]
['DEINVI_14780', 10532]
['DEINVI_14781', 10531]
['DEINVI_14782', 10531]
['DEINVI_01895', 10529]
['DEINVI_14783', 10529]
['DEINVI_14784', 10529]
['DEINVI_14785', 10529]
['DEINVI_14786', 10529]
['DEINVI_14787', 10529]
['DEINVI_14788', 10529]
['DEINVI_09055', 10528]
['DEINVI_09260', 10527]
['DEINVI_14789', 10527]
['DEINVI_14790', 10527]
['DEINVI_04747', 10526]
['DEINVI_01395', 10525]
['DEINVI_14791', 10525]
['DEINVI_06741', 10524]
['DEINVI_14792', 10523]
['DEINVI_14793', 10523]
['DEINVI_14794', 10522]
['DEINVI_02895', 10521]
['DEINVI_14795', 10521]
['DEINVI_14796', 10520]
['DEINVI_14797', 10520]
['DEINVI_14798', 10520]
['DEINVI_14799', 10520]
['DEINVI_07919', 10518]
['DEINVI_14800', 10517]
['DEINVI_14801', 10517]
['DEINVI_14802', 10516]
['DEINVI_09383', 10515]
['DEINVI_08839', 10513]
['DEINVI_14803', 10513]
['DEINVI_14804', 10513]
['DEINVI_14805', 10512]
['DEINVI_09094', 10509]
['DEINVI_14806', 10509]
['DEINVI_14807', 10507]
['DEINVI_14808', 10507]
['DEINVI_14809', 10506]
['DEINVI_14810', 10505]
['DEINVI_14811', 10505]
['DEINVI_14812', 10505]
['DEINVI_14813', 10505]
['DEINVI_14814', 10503]
['DEINVI_14815', 10503]
['DEINVI_14816', 10501]
['DEINVI_01952', 10500]
['DEINVI_14817', 10500]
['DEINVI_14818', 10500]
['DEINVI_14819', 10499]
['DEINVI_14820', 10499]
['DEINVI_08119', 10498]
['DEINVI_14821', 10496]
['DEINVI_14822', 10495]
['DEINVI_08176', 10493]
['DEINVI_14823', 10493]
['DEINVI_08153', 10492]
['DEINVI_14824', 10492]
['DEINVI_14825', 10492]
['DEINVI_03811', 10491]
['DEINVI_14826', 10491]
['DEINVI_14827', 10490]
['DEINVI_09910', 10483]
['DEINVI_14828', 10482]
['DEINVI_14829', 10479]
['DEINVI_14830', 10478]
['DEINVI_14831', 10478]
['DEINVI_14832', 10478]
['DEINVI_14833', 10478]
['DEINVI_14834', 10476]
['DEINVI_09318', 10473]
['DEINVI_14835', 10468]
['DEINVI_14836', 10468]
['DEINVI_14837', 10468]
['DEINVI_14838', 10467]
['DEINVI_14839', 10467]
['DEINVI_14840', 10465]
['DEINVI_14841', 10464]
['DEINVI_14842', 10463]
['DEINVI_14843', 10463]
['DEINVI_14844', 10463]
['DEINVI_05600', 10462]
['DEINVI_07015', 10461]
['DEINVI_14845', 10461]
['DEINVI_14846', 10461]
['DEINVI_14847', 10461]
['DEINVI_14848', 10458]
['DEINVI_14849', 10458]
['DEINVI_14850', 10457]
['DEINVI_14851', 10456]
['DEINVI_14852', 10456]
['DEINVI_14853', 10456]
['DEINVI_14854', 10455]
['DEINVI_07547', 10453]
['DEINVI_14855', 10453]
['DEINVI_14856', 10452]
['DEINVI_14857', 10451]
['DEINVI_14858', 10451]
['DEINVI_05759', 10445]
['DEINVI_06503', 10445]
['DEINVI_14859', 10445]
['DEINVI_14860', 10445]
['DEINVI_14861', 10445]
['DEINVI_03520', 10443]
['DEINVI_07792', 10443]
['DEINVI_14862', 10443]
['DEINVI_14863', 10442]
['DEINVI_14864', 10439]
['DEINVI_14865', 10438]
['DEINVI_14866', 10437]
['DEINVI_14867', 10437]
['DEINVI_14868', 10433]
['DEINVI_14869', 10432]
['DEINVI_14870', 10432]
['DEINVI_14871', 10430]
['DEINVI_14872', 10430]
['DEINVI_14873', 10429]
['DEINVI_14874', 10428]
['DEINVI_14875', 10426]
['DEINVI_14876', 10426]
['DEINVI_14877', 10422]
['DEINVI_14878', 10421]
['DEINVI_14879', 10419]
['DEINVI_14880', 10418]
['DEINVI_14881', 10416]
['DEINVI_14882', 10416]
['DEINVI_14883', 10415]
['DEINVI_14884', 10414]
['DEINVI_14885', 10413]
['DEINVI_07614', 10412]
['DEINVI_14886', 10412]
['DEINVI_14887', 10412]
['DEINVI_14888', 10411]
['DEINVI_14889', 10410]
['DEINVI_14890', 10410]
['DEINVI_14891', 10410]
['DEINVI_14892', 10409]
['DEINVI_14893', 10408]
['DEINVI_14894', 10406]
['DEINVI_14895', 10405]
['DEINVI_14896', 10404]
['DEINVI_14897', 10404]
['DEINVI_14898', 10404]
['DEINVI_02906', 10401]
['DEINVI_04059', 10400]
['DEINVI_14899', 10400]
['DEINVI_14900', 10399]
['DEINVI_14901', 10397]
['DEINVI_14902', 10395]
['DEINVI_08554', 10393]
['DEINVI_14903', 10392]
['DEINVI_14904', 10392]
['DEINVI_14905', 10391]
['DEINVI_14906', 10391]
['DEINVI_14907', 10390]
['DEINVI_14908', 10388]
['DEINVI_14909', 10388]
['DEINVI_07357', 10386]
['DEINVI_14910', 10386]
['DEINVI_14911', 10385]
['DEINVI_14912', 10385]
['DEINVI_14913', 10383]
['DEINVI_14914', 10382]
['DEINVI_14915', 10382]
['DEINVI_14916', 10379]
['DEINVI_14917', 10379]
['DEINVI_14918', 10379]
['DEINVI_14919', 10379]
['DEINVI_14920', 10377]
['DEINVI_14921', 10374]
['DEINVI_14922', 10373]
['DEINVI_14923', 10373]
['DEINVI_14924', 10370]
['DEINVI_14925', 10367]
['DEINVI_01073', 10366]
['DEINVI_14926', 10366]
['DEINVI_07873', 10365]
['DEINVI_00960', 10364]
['DEINVI_14927', 10364]
['DEINVI_14928', 10364]
['DEINVI_02148', 10363]
['DEINVI_14929', 10362]
['DEINVI_14930', 10361]
['DEINVI_14931', 10361]
['DEINVI_14932', 10359]
['DEINVI_05413', 10357]
['DEINVI_14933', 10357]
['DEINVI_14934', 10357]
['DEINVI_14935', 10357]
['DEINVI_14936', 10357]
['DEINVI_02425', 10356]
['DEINVI_14937', 10354]
['DEINVI_14938', 10353]
['DEINVI_14939', 10353]
['DEINVI_14940', 10352]
['DEINVI_14941', 10351]
['DEINVI_14942', 10350]
['DEINVI_14943', 10350]
['DEINVI_14944', 10348]
['DEINVI_02459', 10347]
['DEINVI_14945', 10347]
['DEINVI_14946', 10344]
['DEINVI_03321', 10339]
['DEINVI_14947', 10335]
['DEINVI_14948', 10334]
['DEINVI_14949', 10333]
['DEINVI_01983', 10331]
['DEINVI_14950', 10331]
['DEINVI_14951', 10331]
['DEINVI_14952', 10330]
['DEINVI_14953', 10329]
['DEINVI_14954', 10328]
['DEINVI_14955', 10328]
['DEINVI_14956', 10327]
['DEINVI_14957', 10327]
['DEINVI_14958', 10327]
['DEINVI_14959', 10327]
['DEINVI_14960', 10327]
['DEINVI_14961', 10327]
['DEINVI_14962', 10326]
['DEINVI_14963', 10326]
['DEINVI_14964', 10325]
['DEINVI_14965', 10323]
['DEINVI_14966', 10323]
['DEINVI_14967', 10321]
['DEINVI_14968', 10320]
['DEINVI_14969', 10319]
['DEINVI_03958', 10316]
['DEINVI_14970', 10316]
['DEINVI_14971', 10315]
['DEINVI_14972', 10315]
['DEINVI_14973', 10313]
['DEINVI_14974', 10310]
['DEINVI_14975', 10309]
['DEINVI_14976', 10309]
['DEINVI_14977', 10308]
['DEINVI_14978', 10308]
['DEINVI_14979', 10307]
['DEINVI_14980', 10306]
['DEINVI_14981', 10304]
['DEINVI_14982', 10302]
['DEINVI_14983', 10300]
['DEINVI_14984', 10299]
['DEINVI_14985', 10298]
['DEINVI_14986', 10296]
['DEINVI_14987', 10296]
['DEINVI_14988', 10295]
['DEINVI_14989', 10294]
['DEINVI_14990', 10291]
['DEINVI_14991', 10291]
['DEINVI_14992', 10289]
['DEINVI_14993', 10288]
['DEINVI_14994', 10288]
['DEINVI_02546', 10287]
['DEINVI_14995', 10287]
['DEINVI_14996', 10286]
['DEINVI_14997', 10286]
['DEINVI_14998', 10283]
['DEINVI_14999', 10282]
['DEINVI_15000', 10280]
['DEINVI_15001', 10280]
['DEINVI_15002', 10279]
['DEINVI_15003', 10278]
['DEINVI_15004', 10278]
['DEINVI_15005', 10277]
['DEINVI_15006', 10276]
['DEINVI_15007', 10273]
['DEINVI_15008', 10273]
['DEINVI_15009', 10273]
['DEINVI_06632', 10272]
['DEINVI_15010', 10270]
['DEINVI_15011', 10270]
['DEINVI_15012', 10269]
['DEINVI_15013', 10269]
['DEINVI_15014', 10268]
['DEINVI_15015', 10268]
['DEINVI_15016', 10267]
['DEINVI_15017', 10267]
['DEINVI_15018', 10266]
['DEINVI_15019', 10265]
['DEINVI_15020', 10262]
['DEINVI_15021', 10260]
['DEINVI_15022', 10259]
['DEINVI_07659', 10258]
['DEINVI_15023', 10258]
['DEINVI_15024', 10258]
['DEINVI_15025', 10256]
['DEINVI_15026', 10255]
['DEINVI_15027', 10255]
['DEINVI_15028', 10255]
['DEINVI_15029', 10254]
['DEINVI_15030', 10253]
['DEINVI_15031', 10252]
['DEINVI_15032', 10251]
['DEINVI_15033', 10250]
['DEINVI_15034', 10250]
['DEINVI_15035', 10250]
['DEINVI_15036', 10250]
['DEINVI_15037', 10247]
['DEINVI_15038', 10247]
['DEINVI_15039', 10246]
['DEINVI_15040', 10245]
['DEINVI_15041', 10245]
['DEINVI_15042', 10244]
['DEINVI_15043', 10243]
['DEINVI_04508', 10242]
['DEINVI_15044', 10242]
['DEINVI_15045', 10242]
['DEINVI_15046', 10241]
['DEINVI_15047', 10241]
['DEINVI_15048', 10240]
['DEINVI_15049', 10240]
['DEINVI_15050', 10239]
['DEINVI_15051', 10239]
['DEINVI_15052', 10236]
['DEINVI_15053', 10235]
['DEINVI_15054', 10235]
['DEINVI_15055', 10235]
['DEINVI_15056', 10233]
['DEINVI_15057', 10233]
['DEINVI_07762', 10232]
['DEINVI_15058', 10232]
['DEINVI_15059', 10232]
['DEINVI_15060', 10232]
['DEINVI_15061', 10232]
['DEINVI_15062', 10228]
['DEINVI_09565', 10227]
['DEINVI_15063', 10227]
['DEINVI_15064', 10225]
['DEINVI_15065', 10225]
['DEINVI_15066', 10223]
['DEINVI_15067', 10223]
['DEINVI_02453', 10222]
['DEINVI_15068', 10222]
['DEINVI_15069', 10221]
['DEINVI_15070', 10221]
['DEINVI_15071', 10219]
['DEINVI_15072', 10219]
['DEINVI_15073', 10218]
['DEINVI_15074', 10218]
['DEINVI_15075', 10215]
['DEINVI_15076', 10214]
['DEINVI_15077', 10214]
['DEINVI_15078', 10212]
['DEINVI_15079', 10211]
['DEINVI_15080', 10211]
['DEINVI_15081', 10211]
['DEINVI_05951', 10210]
['DEINVI_15082', 10209]
['DEINVI_04324', 10207]
['DEINVI_15083', 10201]
['DEINVI_15084', 10197]
['DEINVI_15085', 10197]
['DEINVI_15086', 10195]
['DEINVI_15087', 10193]
['DEINVI_15088', 10191]
['DEINVI_15089', 10189]
['DEINVI_15090', 10189]
['DEINVI_15091', 10188]
['DEINVI_15092', 10187]
['DEINVI_05102', 10182]
['DEINVI_15093', 10182]
['DEINVI_15094', 10181]
['DEINVI_15095', 10180]
['DEINVI_15096', 10178]
['DEINVI_15097', 10177]
['DEINVI_08332', 10175]
['DEINVI_15098', 10174]
['DEINVI_15099', 10173]
['DEINVI_06540', 10172]
['DEINVI_06945', 10172]
['DEINVI_15100', 10172]
['DEINVI_15101', 10172]
['DEINVI_15102', 10171]
['DEINVI_15103', 10167]
['DEINVI_15104', 10167]
['DEINVI_15105', 10167]
['DEINVI_15106', 10166]
['DEINVI_15107', 10163]
['DEINVI_01413', 10161]
['DEINVI_15108', 10161]
['DEINVI_15109', 10161]
['DEINVI_15110', 10161]
['DEINVI_15111', 10160]
['DEINVI_09016', 10158]
['DEINVI_15112', 10157]
['DEINVI_15113', 10155]
['DEINVI_15114', 10155]
['DEINVI_08625', 10154]
['DEINVI_15115', 10154]
['DEINVI_15116', 10152]
['DEINVI_04437', 10151]
['DEINVI_15117', 10150]
['DEINVI_01967', 10149]
['DEINVI_15118', 10147]
['DEINVI_15119', 10147]
['DEINVI_15120', 10145]
['DEINVI_15121', 10145]
['DEINVI_07553', 10143]
['DEINVI_15122', 10143]
['DEINVI_15123', 10143]
['DEINVI_15124', 10142]
['DEINVI_15125', 10142]
['DEINVI_15126', 10142]
['DEINVI_08412', 10140]
['DEINVI_08571', 10140]
['DEINVI_05917', 10139]
['DEINVI_06717', 10138]
['DEINVI_15127', 10138]
['DEINVI_15128', 10136]
['DEINVI_15129', 10135]
['DEINVI_15130', 10131]
['DEINVI_15131', 10131]
['DEINVI_15132', 10131]
['DEINVI_07398', 10129]
['DEINVI_02383', 10126]
['DEINVI_15133', 10124]
['DEINVI_15134', 10124]
['DEINVI_15135', 10123]
['DEINVI_15136', 10123]
['DEINVI_15137', 10122]
['DEINVI_15138', 10122]
['DEINVI_15139', 10122]
['DEINVI_15140', 10121]
['DEINVI_15141', 10121]
['DEINVI_04660', 10120]
['DEINVI_15142', 10119]
['DEINVI_15143', 10119]
['DEINVI_02306', 10118]
['DEINVI_15144', 10118]
['DEINVI_15145', 10115]
['DEINVI_15146', 10112]
['DEINVI_15147', 10112]
['DEINVI_15148', 10111]
['DEINVI_02499', 10110]
['DEINVI_15149', 10110]
['DEINVI_15150', 10109]
['DEINVI_15151', 10109]
['DEINVI_15152', 10108]
['DEINVI_15153', 10107]
['DEINVI_15154', 10106]
['DEINVI_15155', 10104]
['DEINVI_03183', 10103]
['DEINVI_15156', 10101]
['DEINVI_15157', 10100]
['DEINVI_15158', 10099]
['DEINVI_04139', 10097]
['DEINVI_09277', 10097]
['DEINVI_15159', 10097]
['DEINVI_15160', 10097]
['DEINVI_15161', 10097]
['DEINVI_15162', 10096]
['DEINVI_15163', 10094]
['DEINVI_08021', 10093]
['DEINVI_15164', 10093]
['DEINVI_00783', 10092]
['DEINVI_15165', 10092]
['DEINVI_15166', 10087]
['DEINVI_15167', 10087]
['DEINVI_15168', 10086]
['DEINVI_15169', 10085]
['DEINVI_15170', 10085]
['DEINVI_15171', 10082]
['DEINVI_15172', 10081]
['DEINVI_15173', 10081]
['DEINVI_15174', 10080]
['DEINVI_15175', 10079]
['DEINVI_08303', 10078]
['DEINVI_01478', 10077]
['DEINVI_15176', 10076]
['DEINVI_15177', 10075]
['DEINVI_15178', 10075]
['DEINVI_05735', 10073]
['DEINVI_15179', 10073]
['DEINVI_03200', 10072]
['DEINVI_04424', 10068]
['DEINVI_05374', 10068]
['DEINVI_15180', 10067]
['DEINVI_03362', 10064]
['DEINVI_07960', 10064]
['DEINVI_15181', 10064]
['DEINVI_15182', 10062]
['DEINVI_15183', 10061]
['DEINVI_02670', 10059]
['DEINVI_15184', 10058]
['DEINVI_08269', 10056]
['DEINVI_15185', 10055]
['DEINVI_15186', 10055]
['DEINVI_15187', 10054]
['DEINVI_15188', 10054]
['DEINVI_03276', 10053]
['DEINVI_15189', 10053]
['DEINVI_15190', 10051]
['DEINVI_15191', 10051]
['DEINVI_15192', 10051]
['DEINVI_15193', 10050]
['DEINVI_15194', 10049]
['DEINVI_15195', 10049]
['DEINVI_15196', 10049]
['DEINVI_15197', 10047]
['DEINVI_15198', 10046]
['DEINVI_15199', 10046]
['DEINVI_15200', 10045]
['DEINVI_07044', 10042]
['DEINVI_15201', 10042]
['DEINVI_03289', 10041]
['DEINVI_04746', 10040]
['DEINVI_08665', 10040]
['DEINVI_15202', 10040]
['DEINVI_15203', 10039]
['DEINVI_15204', 10037]
['DEINVI_15205', 10035]
['DEINVI_15206', 10032]
['DEINVI_15207', 10032]
['DEINVI_08483', 10030]
['DEINVI_15208', 10030]
['DEINVI_15209', 10030]
['DEINVI_15210', 10029]
['DEINVI_15211', 10028]
['DEINVI_15212', 10028]
['DEINVI_15213', 10028]
['DEINVI_09579', 10027]
['DEINVI_15214', 10027]
['DEINVI_08587', 10025]
