['HiC_scaffold_7', 132869780]
['HiC_scaffold_12271', 14186]
['HiC_scaffold_12272', 14185]
['HiC_scaffold_12273', 14183]
['HiC_scaffold_12274', 14182]
['HiC_scaffold_12275', 14182]
['HiC_scaffold_12276', 14178]
['HiC_scaffold_12277', 14177]
['HiC_scaffold_12278', 14177]
['HiC_scaffold_4086', 14175]
['HiC_scaffold_12279', 14174]
['HiC_scaffold_6378', 14173]
['HiC_scaffold_12280', 14173]
['HiC_scaffold_12281', 14172]
['HiC_scaffold_12282', 14171]
['HiC_scaffold_9167', 14169]
['HiC_scaffold_12283', 14169]
['HiC_scaffold_12284', 14167]
['HiC_scaffold_8486', 14165]
['HiC_scaffold_12285', 14164]
['HiC_scaffold_6377', 14161]
['HiC_scaffold_12286', 14157]
['HiC_scaffold_12287', 14157]
['HiC_scaffold_4488', 14154]
['HiC_scaffold_2036', 14153]
['HiC_scaffold_6130', 14153]
['HiC_scaffold_12288', 14152]
['HiC_scaffold_3389', 14151]
['HiC_scaffold_2375', 14150]
['HiC_scaffold_12289', 14150]
['HiC_scaffold_12290', 14150]
['HiC_scaffold_12291', 14147]
['HiC_scaffold_6141', 14146]
['HiC_scaffold_12292', 14146]
['HiC_scaffold_6648', 14144]
['HiC_scaffold_12293', 14142]
['HiC_scaffold_12294', 14137]
['HiC_scaffold_12295', 14137]
['HiC_scaffold_12296', 14136]
['HiC_scaffold_12297', 14131]
['HiC_scaffold_12298', 14131]
['HiC_scaffold_12299', 14123]
['HiC_scaffold_12300', 14122]
['HiC_scaffold_12301', 14121]
['HiC_scaffold_12302', 14121]
['HiC_scaffold_4500', 14120]
['HiC_scaffold_7918', 14116]
['HiC_scaffold_12303', 14115]
['HiC_scaffold_8491', 14113]
['HiC_scaffold_12304', 14113]
['HiC_scaffold_12305', 14111]
['HiC_scaffold_12306', 14110]
['HiC_scaffold_12307', 14110]
['HiC_scaffold_12308', 14106]
['HiC_scaffold_7766', 14105]
['HiC_scaffold_12309', 14105]
['HiC_scaffold_12310', 14105]
['HiC_scaffold_12311', 14102]
['HiC_scaffold_12312', 14101]
['HiC_scaffold_12313', 14101]
['HiC_scaffold_12314', 14099]
['HiC_scaffold_12315', 14099]
['HiC_scaffold_12316', 14097]
['HiC_scaffold_12317', 14092]
['HiC_scaffold_12318', 14089]
['HiC_scaffold_12319', 14088]
['HiC_scaffold_12320', 14087]
['HiC_scaffold_12321', 14087]
['HiC_scaffold_7098', 14085]
['HiC_scaffold_12322', 14083]
['HiC_scaffold_12323', 14083]
['HiC_scaffold_7673', 14082]
['HiC_scaffold_12324', 14082]
['HiC_scaffold_12325', 14081]
['HiC_scaffold_12326', 14080]
['HiC_scaffold_12327', 14079]
['HiC_scaffold_12328', 14077]
['HiC_scaffold_7995', 14073]
['HiC_scaffold_12329', 14072]
['HiC_scaffold_12330', 14071]
['HiC_scaffold_12331', 14070]
['HiC_scaffold_1072', 14069]
['HiC_scaffold_12332', 14068]
['HiC_scaffold_12333', 14067]
['HiC_scaffold_12334', 14067]
['HiC_scaffold_12335', 14067]
['HiC_scaffold_9480', 14066]
['HiC_scaffold_9272', 14064]
['HiC_scaffold_12336', 14064]
['HiC_scaffold_12337', 14062]
['HiC_scaffold_12338', 14062]
['HiC_scaffold_12339', 14062]
['HiC_scaffold_12340', 14061]
['HiC_scaffold_12341', 14061]
['HiC_scaffold_3984', 14060]
['HiC_scaffold_8777', 14060]
['HiC_scaffold_12342', 14060]
['HiC_scaffold_12343', 14059]
['HiC_scaffold_12344', 14059]
['HiC_scaffold_4232', 14058]
['HiC_scaffold_12345', 14057]
['HiC_scaffold_12346', 14055]
['HiC_scaffold_12347', 14054]
['HiC_scaffold_12348', 14052]
['HiC_scaffold_5624', 14051]
['HiC_scaffold_12349', 14051]
['HiC_scaffold_12350', 14051]
['HiC_scaffold_12351', 14049]
['HiC_scaffold_12352', 14048]
['HiC_scaffold_12353', 14043]
['HiC_scaffold_1925', 14038]
['HiC_scaffold_12354', 14037]
['HiC_scaffold_12355', 14037]
['HiC_scaffold_12356', 14034]
['HiC_scaffold_12357', 14031]
['HiC_scaffold_2060', 14030]
['HiC_scaffold_12358', 14030]
['HiC_scaffold_12359', 14030]
['HiC_scaffold_12360', 14026]
['HiC_scaffold_12361', 14024]
['HiC_scaffold_12362', 14024]
['HiC_scaffold_4390', 14023]
['HiC_scaffold_6411', 14022]
['HiC_scaffold_7178', 14017]
['HiC_scaffold_12363', 14017]
['HiC_scaffold_12364', 14017]
['HiC_scaffold_12365', 14016]
['HiC_scaffold_12366', 14013]
['HiC_scaffold_12367', 14013]
['HiC_scaffold_12368', 14010]
['HiC_scaffold_12369', 14010]
['HiC_scaffold_12370', 14010]
['HiC_scaffold_8680', 14009]
['HiC_scaffold_12371', 14008]
['HiC_scaffold_12372', 14006]
['HiC_scaffold_1057', 14004]
['HiC_scaffold_7001', 14002]
['HiC_scaffold_12373', 14002]
['HiC_scaffold_810', 14000]
['HiC_scaffold_1128', 14000]
['HiC_scaffold_1182', 14000]
['HiC_scaffold_1226', 14000]
['HiC_scaffold_1408', 14000]
['HiC_scaffold_1414', 14000]
['HiC_scaffold_1447', 14000]
['HiC_scaffold_1501', 14000]
['HiC_scaffold_1761', 14000]
['HiC_scaffold_1836', 14000]
['HiC_scaffold_1994', 14000]
['HiC_scaffold_2062', 14000]
['HiC_scaffold_2285', 14000]
['HiC_scaffold_2369', 14000]
['HiC_scaffold_2412', 14000]
['HiC_scaffold_2501', 14000]
['HiC_scaffold_2629', 14000]
['HiC_scaffold_3200', 14000]
['HiC_scaffold_3336', 14000]
['HiC_scaffold_3457', 14000]
['HiC_scaffold_3533', 14000]
['HiC_scaffold_3609', 14000]
['HiC_scaffold_3650', 14000]
['HiC_scaffold_3784', 14000]
['HiC_scaffold_3953', 14000]
['HiC_scaffold_4191', 14000]
['HiC_scaffold_4570', 14000]
['HiC_scaffold_4951', 14000]
['HiC_scaffold_5042', 14000]
['HiC_scaffold_5545', 14000]
['HiC_scaffold_5775', 14000]
['HiC_scaffold_6191', 14000]
['HiC_scaffold_6441', 14000]
['HiC_scaffold_6689', 14000]
['HiC_scaffold_6872', 14000]
['HiC_scaffold_6921', 14000]
['HiC_scaffold_6966', 14000]
['HiC_scaffold_7014', 14000]
['HiC_scaffold_8068', 14000]
['HiC_scaffold_12374', 14000]
['HiC_scaffold_8356', 13997]
['HiC_scaffold_12375', 13997]
['HiC_scaffold_12376', 13994]
['HiC_scaffold_12377', 13994]
['HiC_scaffold_12378', 13994]
['HiC_scaffold_7451', 13993]
['HiC_scaffold_12379', 13992]
['HiC_scaffold_7393', 13991]
['HiC_scaffold_12380', 13991]
['HiC_scaffold_12381', 13991]
['HiC_scaffold_12382', 13990]
['HiC_scaffold_12383', 13987]
['HiC_scaffold_12384', 13987]
['HiC_scaffold_12385', 13986]
['HiC_scaffold_12386', 13981]
['HiC_scaffold_9043', 13980]
['HiC_scaffold_8694', 13979]
['HiC_scaffold_12387', 13979]
['HiC_scaffold_12388', 13979]
['HiC_scaffold_12389', 13979]
['HiC_scaffold_12390', 13978]
['HiC_scaffold_12391', 13978]
['HiC_scaffold_8855', 13976]
['HiC_scaffold_12392', 13976]
['HiC_scaffold_2699', 13975]
['HiC_scaffold_12393', 13972]
['HiC_scaffold_12394', 13969]
['HiC_scaffold_12395', 13968]
['HiC_scaffold_12396', 13968]
['HiC_scaffold_12397', 13968]
['HiC_scaffold_12398', 13968]
['HiC_scaffold_2987', 13967]
['HiC_scaffold_12399', 13967]
['HiC_scaffold_12400', 13963]
['HiC_scaffold_12401', 13961]
['HiC_scaffold_12402', 13960]
['HiC_scaffold_12403', 13960]
['HiC_scaffold_12404', 13960]
['HiC_scaffold_12405', 13957]
['HiC_scaffold_12406', 13955]
['HiC_scaffold_8479', 13954]
['HiC_scaffold_12407', 13953]
['HiC_scaffold_12408', 13951]
['HiC_scaffold_6016', 13948]
['HiC_scaffold_12409', 13948]
['HiC_scaffold_12410', 13948]
['HiC_scaffold_12411', 13947]
['HiC_scaffold_12412', 13943]
['HiC_scaffold_12413', 13942]
['HiC_scaffold_12414', 13933]
['HiC_scaffold_12415', 13931]
['HiC_scaffold_12416', 13931]
['HiC_scaffold_12417', 13928]
['HiC_scaffold_12418', 13928]
['HiC_scaffold_5435', 13927]
['HiC_scaffold_12419', 13925]
['HiC_scaffold_12420', 13925]
['HiC_scaffold_12421', 13924]
['HiC_scaffold_12422', 13923]
['HiC_scaffold_12423', 13922]
['HiC_scaffold_12424', 13922]
['HiC_scaffold_12425', 13921]
['HiC_scaffold_12426', 13919]
['HiC_scaffold_12427', 13919]
['HiC_scaffold_12428', 13916]
['HiC_scaffold_12429', 13916]
['HiC_scaffold_12430', 13915]
['HiC_scaffold_12431', 13915]
['HiC_scaffold_12432', 13911]
['HiC_scaffold_12433', 13911]
['HiC_scaffold_12434', 13910]
['HiC_scaffold_12435', 13902]
['HiC_scaffold_12436', 13898]
['HiC_scaffold_12437', 13898]
['HiC_scaffold_12438', 13897]
['HiC_scaffold_12439', 13896]
['HiC_scaffold_12440', 13894]
['HiC_scaffold_12441', 13894]
['HiC_scaffold_12442', 13893]
['HiC_scaffold_12443', 13893]
['HiC_scaffold_12444', 13892]
['HiC_scaffold_12445', 13892]
['HiC_scaffold_12446', 13890]
['HiC_scaffold_12447', 13889]
['HiC_scaffold_12448', 13888]
['HiC_scaffold_12449', 13887]
['HiC_scaffold_6894', 13886]
['HiC_scaffold_12450', 13886]
['HiC_scaffold_12451', 13885]
['HiC_scaffold_12452', 13884]
['HiC_scaffold_7191', 13879]
['HiC_scaffold_12453', 13879]
['HiC_scaffold_710', 13878]
['HiC_scaffold_9525', 13878]
['HiC_scaffold_12454', 13874]
['HiC_scaffold_12455', 13873]
['HiC_scaffold_7899', 13872]
['HiC_scaffold_12456', 13872]
['HiC_scaffold_12457', 13871]
['HiC_scaffold_12458', 13870]
['HiC_scaffold_12459', 13869]
['HiC_scaffold_12460', 13868]
['HiC_scaffold_12461', 13866]
['HiC_scaffold_12462', 13864]
['HiC_scaffold_12463', 13863]
['HiC_scaffold_12464', 13863]
['HiC_scaffold_12465', 13862]
['HiC_scaffold_12466', 13862]
['HiC_scaffold_12467', 13862]
['HiC_scaffold_12468', 13861]
['HiC_scaffold_12469', 13860]
['HiC_scaffold_12470', 13860]
['HiC_scaffold_6454', 13859]
['HiC_scaffold_12471', 13859]
['HiC_scaffold_12472', 13859]
['HiC_scaffold_12473', 13858]
['HiC_scaffold_12474', 13856]
['HiC_scaffold_12475', 13855]
['HiC_scaffold_12476', 13854]
['HiC_scaffold_12477', 13852]
['HiC_scaffold_12478', 13851]
['HiC_scaffold_12479', 13851]
['HiC_scaffold_12480', 13849]
['HiC_scaffold_12481', 13848]
['HiC_scaffold_12482', 13844]
['HiC_scaffold_5553', 13843]
['HiC_scaffold_12483', 13840]
['HiC_scaffold_12484', 13839]
['HiC_scaffold_12485', 13837]
['HiC_scaffold_12486', 13837]
['HiC_scaffold_12487', 13834]
['HiC_scaffold_12488', 13833]
['HiC_scaffold_12489', 13832]
['HiC_scaffold_12490', 13831]
['HiC_scaffold_12491', 13831]
['HiC_scaffold_6494', 13830]
['HiC_scaffold_12492', 13825]
['HiC_scaffold_4901', 13824]
['HiC_scaffold_12493', 13824]
['HiC_scaffold_12494', 13824]
['HiC_scaffold_12495', 13824]
['HiC_scaffold_12496', 13823]
['HiC_scaffold_4667', 13822]
['HiC_scaffold_12497', 13822]
['HiC_scaffold_2063', 13819]
['HiC_scaffold_6200', 13819]
['HiC_scaffold_12498', 13819]
['HiC_scaffold_12499', 13818]
['HiC_scaffold_12500', 13817]
['HiC_scaffold_12501', 13816]
['HiC_scaffold_12502', 13816]
['HiC_scaffold_12503', 13815]
['HiC_scaffold_12504', 13814]
['HiC_scaffold_12505', 13812]
['HiC_scaffold_12506', 13809]
['HiC_scaffold_12507', 13806]
['HiC_scaffold_3806', 13803]
['HiC_scaffold_12508', 13802]
['HiC_scaffold_5771', 13801]
['HiC_scaffold_6779', 13801]
['HiC_scaffold_12509', 13799]
['HiC_scaffold_12510', 13799]
['HiC_scaffold_12511', 13798]
['HiC_scaffold_12512', 13797]
['HiC_scaffold_12513', 13796]
['HiC_scaffold_12514', 13796]
['HiC_scaffold_12515', 13796]
['HiC_scaffold_7630', 13793]
['HiC_scaffold_12516', 13793]
['HiC_scaffold_12517', 13792]
['HiC_scaffold_8702', 13790]
['HiC_scaffold_9003', 13790]
['HiC_scaffold_12518', 13790]
['HiC_scaffold_12519', 13790]
['HiC_scaffold_12520', 13790]
['HiC_scaffold_12521', 13787]
['HiC_scaffold_12522', 13787]
['HiC_scaffold_12523', 13786]
['HiC_scaffold_12524', 13784]
['HiC_scaffold_1692', 13783]
['HiC_scaffold_12525', 13783]
['HiC_scaffold_3240', 13782]
['HiC_scaffold_12526', 13782]
['HiC_scaffold_12527', 13779]
['HiC_scaffold_12528', 13779]
['HiC_scaffold_12529', 13776]
['HiC_scaffold_12530', 13776]
['HiC_scaffold_12531', 13775]
['HiC_scaffold_12532', 13772]
['HiC_scaffold_12533', 13771]
['HiC_scaffold_12534', 13771]
['HiC_scaffold_12535', 13771]
['HiC_scaffold_12536', 13768]
['HiC_scaffold_12537', 13767]
['HiC_scaffold_12538', 13767]
['HiC_scaffold_12539', 13765]
['HiC_scaffold_12540', 13764]
['HiC_scaffold_12541', 13761]
['HiC_scaffold_7796', 13760]
['HiC_scaffold_12542', 13758]
['HiC_scaffold_12543', 13757]
['HiC_scaffold_12544', 13754]
['HiC_scaffold_12545', 13753]
['HiC_scaffold_12546', 13753]
['HiC_scaffold_4149', 13750]
['HiC_scaffold_12547', 13750]
['HiC_scaffold_12548', 13749]
['HiC_scaffold_12549', 13747]
['HiC_scaffold_12550', 13747]
['HiC_scaffold_12551', 13745]
['HiC_scaffold_6747', 13744]
['HiC_scaffold_12552', 13743]
['HiC_scaffold_12553', 13742]
['HiC_scaffold_12554', 13740]
['HiC_scaffold_1661', 13739]
['HiC_scaffold_12555', 13739]
['HiC_scaffold_12556', 13739]
['HiC_scaffold_12557', 13739]
['HiC_scaffold_12558', 13737]
['HiC_scaffold_12559', 13734]
['HiC_scaffold_12560', 13733]
['HiC_scaffold_6150', 13732]
['HiC_scaffold_12561', 13732]
['HiC_scaffold_12562', 13731]
['HiC_scaffold_1521', 13728]
['HiC_scaffold_2398', 13726]
['HiC_scaffold_12563', 13726]
['HiC_scaffold_12564', 13724]
['HiC_scaffold_12565', 13723]
['HiC_scaffold_12566', 13718]
['HiC_scaffold_12567', 13716]
['HiC_scaffold_12568', 13716]
['HiC_scaffold_5366', 13715]
['HiC_scaffold_12569', 13715]
['HiC_scaffold_12570', 13715]
['HiC_scaffold_12571', 13715]
['HiC_scaffold_12572', 13714]
['HiC_scaffold_12573', 13713]
['HiC_scaffold_6221', 13711]
['HiC_scaffold_12574', 13711]
['HiC_scaffold_6526', 13710]
['HiC_scaffold_12575', 13708]
['HiC_scaffold_6437', 13707]
['HiC_scaffold_12576', 13707]
['HiC_scaffold_12577', 13707]
['HiC_scaffold_2837', 13705]
['HiC_scaffold_12578', 13705]
['HiC_scaffold_687', 13704]
['HiC_scaffold_4254', 13703]
['HiC_scaffold_12579', 13703]
['HiC_scaffold_12580', 13701]
['HiC_scaffold_12581', 13698]
['HiC_scaffold_12582', 13697]
['HiC_scaffold_12583', 13696]
['HiC_scaffold_12584', 13696]
['HiC_scaffold_1500', 13695]
['HiC_scaffold_12585', 13690]
['HiC_scaffold_12586', 13688]
['HiC_scaffold_12587', 13688]
['HiC_scaffold_7301', 13687]
['HiC_scaffold_12588', 13687]
['HiC_scaffold_12589', 13686]
['HiC_scaffold_12590', 13685]
['HiC_scaffold_12591', 13684]
['HiC_scaffold_12592', 13683]
['HiC_scaffold_7322', 13682]
['HiC_scaffold_12593', 13680]
['HiC_scaffold_12594', 13679]
['HiC_scaffold_12595', 13679]
['HiC_scaffold_12596', 13679]
['HiC_scaffold_12597', 13678]
['HiC_scaffold_12598', 13676]
['HiC_scaffold_12599', 13676]
['HiC_scaffold_12600', 13675]
['HiC_scaffold_12601', 13675]
['HiC_scaffold_12602', 13673]
['HiC_scaffold_12603', 13668]
['HiC_scaffold_1028', 13665]
['HiC_scaffold_7912', 13665]
['HiC_scaffold_12604', 13665]
['HiC_scaffold_6974', 13663]
['HiC_scaffold_3065', 13661]
['HiC_scaffold_12605', 13659]
['HiC_scaffold_12606', 13659]
['HiC_scaffold_12607', 13658]
['HiC_scaffold_12608', 13656]
['HiC_scaffold_12609', 13655]
['HiC_scaffold_12610', 13653]
['HiC_scaffold_12611', 13652]
['HiC_scaffold_12612', 13651]
['HiC_scaffold_12613', 13651]
['HiC_scaffold_12614', 13650]
['HiC_scaffold_12615', 13650]
['HiC_scaffold_12616', 13646]
['HiC_scaffold_12617', 13646]
['HiC_scaffold_12618', 13644]
['HiC_scaffold_12619', 13644]
['HiC_scaffold_12620', 13642]
['HiC_scaffold_12621', 13642]
['HiC_scaffold_3839', 13640]
['HiC_scaffold_12622', 13638]
['HiC_scaffold_12623', 13637]
['HiC_scaffold_12624', 13637]
['HiC_scaffold_12625', 13636]
['HiC_scaffold_12626', 13636]
['HiC_scaffold_12627', 13634]
['HiC_scaffold_12628', 13633]
['HiC_scaffold_12629', 13630]
['HiC_scaffold_12630', 13627]
['HiC_scaffold_12631', 13627]
['HiC_scaffold_12632', 13627]
['HiC_scaffold_12633', 13627]
['HiC_scaffold_5262', 13626]
['HiC_scaffold_12634', 13626]
['HiC_scaffold_12635', 13622]
['HiC_scaffold_12636', 13620]
['HiC_scaffold_12637', 13619]
['HiC_scaffold_12638', 13618]
['HiC_scaffold_4165', 13617]
['HiC_scaffold_12639', 13617]
['HiC_scaffold_12640', 13617]
['HiC_scaffold_12641', 13615]
['HiC_scaffold_12642', 13615]
['HiC_scaffold_12643', 13615]
['HiC_scaffold_2272', 13614]
['HiC_scaffold_12644', 13614]
['HiC_scaffold_5675', 13613]
['HiC_scaffold_12645', 13612]
['HiC_scaffold_12646', 13610]
['HiC_scaffold_12647', 13608]
['HiC_scaffold_8144', 13607]
['HiC_scaffold_12648', 13607]
['HiC_scaffold_12649', 13606]
['HiC_scaffold_12650', 13604]
['HiC_scaffold_12651', 13604]
['HiC_scaffold_12652', 13603]
['HiC_scaffold_12653', 13600]
['HiC_scaffold_6712', 13599]
['HiC_scaffold_12654', 13598]
['HiC_scaffold_12655', 13596]
['HiC_scaffold_12656', 13596]
['HiC_scaffold_12657', 13596]
['HiC_scaffold_12658', 13596]
['HiC_scaffold_12659', 13595]
['HiC_scaffold_8247', 13594]
['HiC_scaffold_1837', 13592]
['HiC_scaffold_12660', 13591]
['HiC_scaffold_12661', 13590]
['HiC_scaffold_12662', 13589]
['HiC_scaffold_12663', 13589]
['HiC_scaffold_8983', 13586]
['HiC_scaffold_12664', 13584]
['HiC_scaffold_12665', 13584]
['HiC_scaffold_12666', 13584]
['HiC_scaffold_12667', 13582]
['HiC_scaffold_1602', 13580]
['HiC_scaffold_12668', 13580]
['HiC_scaffold_4944', 13579]
['HiC_scaffold_7730', 13579]
['HiC_scaffold_12669', 13579]
['HiC_scaffold_12670', 13576]
['HiC_scaffold_3666', 13574]
['HiC_scaffold_12671', 13572]
['HiC_scaffold_12672', 13572]
['HiC_scaffold_4139', 13571]
['HiC_scaffold_12673', 13568]
['HiC_scaffold_12674', 13567]
['HiC_scaffold_12675', 13559]
['HiC_scaffold_12676', 13557]
['HiC_scaffold_12677', 13555]
['HiC_scaffold_944', 13554]
['HiC_scaffold_12678', 13554]
['HiC_scaffold_12679', 13553]
['HiC_scaffold_5141', 13550]
['HiC_scaffold_12680', 13548]
['HiC_scaffold_12681', 13548]
['HiC_scaffold_12682', 13547]
['HiC_scaffold_12683', 13546]
['HiC_scaffold_12684', 13545]
['HiC_scaffold_12685', 13542]
['HiC_scaffold_12686', 13541]
['HiC_scaffold_12687', 13539]
['HiC_scaffold_12688', 13538]
['HiC_scaffold_12689', 13534]
['HiC_scaffold_12690', 13533]
['HiC_scaffold_12691', 13532]
['HiC_scaffold_12692', 13527]
['HiC_scaffold_12693', 13527]
['HiC_scaffold_930', 13526]
['HiC_scaffold_12694', 13524]
['HiC_scaffold_9539', 13522]
['HiC_scaffold_12695', 13522]
['HiC_scaffold_12696', 13522]
['HiC_scaffold_12697', 13521]
['HiC_scaffold_7598', 13520]
['HiC_scaffold_12698', 13519]
['HiC_scaffold_12699', 13518]
['HiC_scaffold_12700', 13518]
['HiC_scaffold_12701', 13518]
['HiC_scaffold_12702', 13516]
['HiC_scaffold_12703', 13515]
['HiC_scaffold_12704', 13514]
['HiC_scaffold_4983', 13510]
['HiC_scaffold_12705', 13508]
['HiC_scaffold_12706', 13507]
['HiC_scaffold_4395', 13506]
['HiC_scaffold_12707', 13506]
['HiC_scaffold_2801', 13505]
['HiC_scaffold_9086', 13505]
['HiC_scaffold_12708', 13501]
['HiC_scaffold_2281', 13499]
['HiC_scaffold_12709', 13499]
['HiC_scaffold_12710', 13499]
['HiC_scaffold_12711', 13498]
['HiC_scaffold_12712', 13495]
['HiC_scaffold_12713', 13493]
['HiC_scaffold_12714', 13493]
['HiC_scaffold_12715', 13493]
['HiC_scaffold_12716', 13492]
['HiC_scaffold_12717', 13492]
['HiC_scaffold_12718', 13491]
['HiC_scaffold_12719', 13490]
['HiC_scaffold_12720', 13489]
['HiC_scaffold_12721', 13488]
['HiC_scaffold_12722', 13487]
['HiC_scaffold_12723', 13487]
['HiC_scaffold_12724', 13485]
['HiC_scaffold_12725', 13483]
['HiC_scaffold_12726', 13483]
['HiC_scaffold_12727', 13482]
['HiC_scaffold_12728', 13482]
['HiC_scaffold_12729', 13481]
['HiC_scaffold_3833', 13480]
['HiC_scaffold_12730', 13479]
['HiC_scaffold_12731', 13478]
['HiC_scaffold_12732', 13476]
['HiC_scaffold_12733', 13476]
['HiC_scaffold_12734', 13476]
['HiC_scaffold_12735', 13474]
['HiC_scaffold_12736', 13474]
['HiC_scaffold_12737', 13472]
['HiC_scaffold_12738', 13472]
['HiC_scaffold_12739', 13471]
['HiC_scaffold_12740', 13471]
['HiC_scaffold_12741', 13470]
['HiC_scaffold_12742', 13470]
['HiC_scaffold_8358', 13469]
['HiC_scaffold_12743', 13469]
['HiC_scaffold_3186', 13467]
['HiC_scaffold_12744', 13465]
['HiC_scaffold_12745', 13465]
['HiC_scaffold_12746', 13464]
['HiC_scaffold_12747', 13463]
['HiC_scaffold_4892', 13462]
['HiC_scaffold_9631', 13462]
['HiC_scaffold_12748', 13462]
['HiC_scaffold_7185', 13461]
['HiC_scaffold_12749', 13461]
['HiC_scaffold_12750', 13461]
['HiC_scaffold_12751', 13459]
['HiC_scaffold_12752', 13457]
['HiC_scaffold_682', 13456]
['HiC_scaffold_6970', 13456]
['HiC_scaffold_1107', 13455]
['HiC_scaffold_12753', 13455]
['HiC_scaffold_12754', 13451]
['HiC_scaffold_12755', 13449]
['HiC_scaffold_12756', 13449]
['HiC_scaffold_12757', 13445]
['HiC_scaffold_12758', 13438]
['HiC_scaffold_12759', 13437]
['HiC_scaffold_6362', 13436]
['HiC_scaffold_12760', 13436]
['HiC_scaffold_12761', 13434]
['HiC_scaffold_9432', 13432]
['HiC_scaffold_12762', 13432]
['HiC_scaffold_12763', 13432]
['HiC_scaffold_12764', 13432]
['HiC_scaffold_12765', 13431]
['HiC_scaffold_2713', 13429]
['HiC_scaffold_12766', 13429]
['HiC_scaffold_12767', 13427]
['HiC_scaffold_7989', 13426]
['HiC_scaffold_12768', 13424]
['HiC_scaffold_6879', 13421]
['HiC_scaffold_12769', 13420]
['HiC_scaffold_12770', 13418]
['HiC_scaffold_9193', 13416]
['HiC_scaffold_12771', 13416]
['HiC_scaffold_12772', 13415]
['HiC_scaffold_12773', 13414]
['HiC_scaffold_12774', 13412]
['HiC_scaffold_12775', 13410]
['HiC_scaffold_12776', 13410]
['HiC_scaffold_10928', 13409]
['HiC_scaffold_12777', 13400]
['HiC_scaffold_12778', 13400]
['HiC_scaffold_12779', 13399]
['HiC_scaffold_12780', 13399]
['HiC_scaffold_4303', 13398]
['HiC_scaffold_12781', 13398]
['HiC_scaffold_8378', 13397]
['HiC_scaffold_12782', 13396]
['HiC_scaffold_12783', 13392]
['HiC_scaffold_12784', 13391]
['HiC_scaffold_12785', 13390]
['HiC_scaffold_12786', 13389]
['HiC_scaffold_12787', 13389]
['HiC_scaffold_12788', 13389]
['HiC_scaffold_12789', 13389]
['HiC_scaffold_12790', 13389]
['HiC_scaffold_12791', 13386]
['HiC_scaffold_12792', 13386]
['HiC_scaffold_12793', 13385]
['HiC_scaffold_12794', 13385]
['HiC_scaffold_12795', 13384]
['HiC_scaffold_12796', 13381]
['HiC_scaffold_12797', 13380]
['HiC_scaffold_12798', 13377]
['HiC_scaffold_12799', 13374]
['HiC_scaffold_12800', 13374]
['HiC_scaffold_12801', 13372]
['HiC_scaffold_12802', 13372]
['HiC_scaffold_8374', 13370]
['HiC_scaffold_12803', 13368]
['HiC_scaffold_12804', 13368]
['HiC_scaffold_12805', 13366]
['HiC_scaffold_12806', 13365]
['HiC_scaffold_12807', 13363]
['HiC_scaffold_12808', 13362]
['HiC_scaffold_12809', 13361]
['HiC_scaffold_12810', 13361]
['HiC_scaffold_12811', 13361]
['HiC_scaffold_1180', 13360]
['HiC_scaffold_6659', 13360]
['HiC_scaffold_12812', 13358]
['HiC_scaffold_12813', 13358]
['HiC_scaffold_12814', 13358]
['HiC_scaffold_12815', 13358]
['HiC_scaffold_12816', 13357]
['HiC_scaffold_12817', 13356]
['HiC_scaffold_12818', 13354]
['HiC_scaffold_12819', 13353]
['HiC_scaffold_12820', 13353]
['HiC_scaffold_1593', 13351]
['HiC_scaffold_12821', 13351]
['HiC_scaffold_8357', 13349]
['HiC_scaffold_3288', 13347]
['HiC_scaffold_12822', 13347]
['HiC_scaffold_12823', 13347]
['HiC_scaffold_12824', 13346]
['HiC_scaffold_12825', 13345]
['HiC_scaffold_8626', 13344]
['HiC_scaffold_12826', 13344]
['HiC_scaffold_5390', 13341]
['HiC_scaffold_12827', 13340]
['HiC_scaffold_12828', 13340]
['HiC_scaffold_12829', 13339]
['HiC_scaffold_12830', 13337]
